time,sound
"Jul 13 2009 04:32:01",0.00
"Jul 13 2009 04:32:03",0.00
"Jul 13 2009 04:32:04",0.00
"Jul 13 2009 04:32:05",0.00
"Jul 13 2009 04:32:06",0.00
"Jul 13 2009 04:32:07",0.00
"Jul 13 2009 04:32:08",0.00
"Jul 13 2009 04:32:09",0.00
"Jul 13 2009 04:32:10",0.00
"Jul 13 2009 04:32:11",0.00
"Jul 13 2009 04:32:12",0.00
"Jul 13 2009 04:32:13",0.00
"Jul 13 2009 04:32:14",0.00
"Jul 13 2009 04:32:16",0.00
"Jul 13 2009 04:32:17",10.00
"Jul 13 2009 04:32:18",11.00
"Jul 13 2009 04:32:19",0.00
"Jul 13 2009 04:32:20",0.00
"Jul 13 2009 04:32:21",9.00
"Jul 13 2009 04:32:22",0.00
"Jul 13 2009 04:32:23",0.00
"Jul 13 2009 04:32:24",0.00
"Jul 13 2009 04:32:25",5.00
"Jul 13 2009 04:32:26",0.00
"Jul 13 2009 04:32:27",14.00
"Jul 13 2009 04:32:28",0.00
"Jul 13 2009 04:32:30",0.00
"Jul 13 2009 04:32:31",0.00
"Jul 13 2009 04:32:32",0.00
"Jul 13 2009 04:32:33",0.00
"Jul 13 2009 04:32:34",0.00
"Jul 13 2009 04:32:35",0.00
"Jul 13 2009 04:32:36",0.00
"Jul 13 2009 04:32:37",10.00
"Jul 13 2009 04:32:38",0.00
"Jul 13 2009 04:32:39",24.00
"Jul 13 2009 04:32:40",0.00
"Jul 13 2009 04:32:41",0.00
"Jul 13 2009 04:32:43",0.00
"Jul 13 2009 04:32:44",0.00
"Jul 13 2009 04:32:45",0.00
"Jul 13 2009 04:32:46",0.00
"Jul 13 2009 04:32:47",3.00
"Jul 13 2009 04:32:48",0.00
"Jul 13 2009 04:32:49",0.00
"Jul 13 2009 04:32:50",0.00
"Jul 13 2009 04:32:51",0.00
"Jul 13 2009 04:32:52",0.00
"Jul 13 2009 04:32:53",0.00
"Jul 13 2009 04:32:54",1.00
"Jul 13 2009 04:32:56",0.00
"Jul 13 2009 04:32:57",0.00
"Jul 13 2009 04:32:58",0.00
"Jul 13 2009 04:32:59",0.00
"Jul 13 2009 04:33:00",0.00
"Jul 13 2009 04:33:01",0.00
"Jul 13 2009 04:33:02",0.00
"Jul 13 2009 04:33:03",16.00
"Jul 13 2009 04:33:04",20.00
"Jul 13 2009 04:33:05",0.00
"Jul 13 2009 04:33:06",0.00
"Jul 13 2009 04:33:07",0.00
"Jul 13 2009 04:33:08",0.00
"Jul 13 2009 04:33:10",0.00
"Jul 13 2009 04:33:11",0.00
"Jul 13 2009 04:33:12",0.00
"Jul 13 2009 04:33:13",0.00
"Jul 13 2009 04:33:14",0.00
"Jul 13 2009 04:33:15",0.00
"Jul 13 2009 04:33:16",0.00
"Jul 13 2009 04:33:17",0.00
"Jul 13 2009 04:33:18",0.00
"Jul 13 2009 04:33:19",0.00
"Jul 13 2009 04:33:20",0.00
"Jul 13 2009 04:33:21",0.00
"Jul 13 2009 04:33:23",0.00
"Jul 13 2009 04:33:24",0.00
"Jul 13 2009 04:33:25",0.00
"Jul 13 2009 04:33:26",25.00
"Jul 13 2009 04:33:27",3.00
"Jul 13 2009 04:33:28",0.00
"Jul 13 2009 04:33:29",0.00
"Jul 13 2009 04:33:30",0.00
"Jul 13 2009 04:33:31",0.00
"Jul 13 2009 04:33:32",0.00
"Jul 13 2009 04:33:33",0.00
"Jul 13 2009 04:33:34",0.00
"Jul 13 2009 04:33:36",0.00
"Jul 13 2009 04:33:37",9.00
"Jul 13 2009 04:33:38",0.00
"Jul 13 2009 04:33:39",0.00
"Jul 13 2009 04:33:40",0.00
"Jul 13 2009 04:33:41",3.00
"Jul 13 2009 04:33:42",0.00
"Jul 13 2009 04:33:43",0.00
"Jul 13 2009 04:33:44",14.00
"Jul 13 2009 04:33:45",1.00
"Jul 13 2009 04:33:46",0.00
"Jul 13 2009 04:33:47",0.00
"Jul 13 2009 04:33:48",0.00
"Jul 13 2009 04:33:50",0.00
"Jul 13 2009 04:33:51",0.00
"Jul 13 2009 04:33:52",0.00
"Jul 13 2009 04:33:53",0.00
"Jul 13 2009 04:33:54",0.00
"Jul 13 2009 04:33:55",0.00
"Jul 13 2009 04:33:56",0.00
"Jul 13 2009 04:33:57",0.00
"Jul 13 2009 04:33:58",0.00
"Jul 13 2009 04:33:59",0.00
"Jul 13 2009 04:34:00",0.00
"Jul 13 2009 04:34:01",0.00
"Jul 13 2009 04:34:03",0.00
"Jul 13 2009 04:34:04",0.00
"Jul 13 2009 04:34:05",0.00
"Jul 13 2009 04:34:06",0.00
"Jul 13 2009 04:34:07",0.00
"Jul 13 2009 04:34:08",0.00
"Jul 13 2009 04:34:09",0.00
"Jul 13 2009 04:34:10",0.00
"Jul 13 2009 04:34:11",0.00
"Jul 13 2009 04:34:12",0.00
"Jul 13 2009 04:34:13",0.00
"Jul 13 2009 04:34:14",0.00
"Jul 13 2009 04:34:16",0.00
"Jul 13 2009 04:34:17",11.00
"Jul 13 2009 04:34:18",0.00
"Jul 13 2009 04:34:19",0.00
"Jul 13 2009 04:34:20",0.00
"Jul 13 2009 04:34:21",0.00
"Jul 13 2009 04:34:22",0.00
"Jul 13 2009 04:34:23",0.00
"Jul 13 2009 04:34:24",0.00
"Jul 13 2009 04:34:25",0.00
"Jul 13 2009 04:34:26",0.00
"Jul 13 2009 04:34:27",0.00
"Jul 13 2009 04:34:28",0.00
"Jul 13 2009 04:34:30",0.00
"Jul 13 2009 04:34:31",0.00
"Jul 13 2009 04:34:32",0.00
"Jul 13 2009 04:34:33",0.00
"Jul 13 2009 04:34:34",0.00
"Jul 13 2009 04:34:35",0.00
"Jul 13 2009 04:34:36",0.00
"Jul 13 2009 04:34:37",17.00
"Jul 13 2009 04:34:38",0.00
"Jul 13 2009 04:34:39",0.00
"Jul 13 2009 04:34:40",0.00
"Jul 13 2009 04:34:41",0.00
"Jul 13 2009 04:34:43",0.00
"Jul 13 2009 04:34:44",0.00
"Jul 13 2009 04:34:45",0.00
"Jul 13 2009 04:34:46",0.00
"Jul 13 2009 04:34:47",0.00
"Jul 13 2009 04:34:48",0.00
"Jul 13 2009 04:34:49",0.00
"Jul 13 2009 04:34:50",0.00
"Jul 13 2009 04:34:51",1.00
"Jul 13 2009 04:34:52",0.00
"Jul 13 2009 04:34:53",0.00
"Jul 13 2009 04:34:54",0.00
"Jul 13 2009 04:34:55",0.00
"Jul 13 2009 04:34:57",0.00
"Jul 13 2009 04:34:58",0.00
"Jul 13 2009 04:34:59",0.00
"Jul 13 2009 04:35:00",0.00
"Jul 13 2009 04:35:01",0.00
"Jul 13 2009 04:35:02",0.00
"Jul 13 2009 04:35:03",14.00
"Jul 13 2009 04:35:04",0.00
"Jul 13 2009 04:35:05",16.00
"Jul 13 2009 04:35:06",0.00
"Jul 13 2009 04:35:07",18.00
"Jul 13 2009 04:35:08",0.00
"Jul 13 2009 04:35:10",0.00
"Jul 13 2009 04:35:11",0.00
"Jul 13 2009 04:35:12",0.00
"Jul 13 2009 04:35:13",0.00
"Jul 13 2009 04:35:14",0.00
"Jul 13 2009 04:35:15",22.00
"Jul 13 2009 04:35:16",0.00
"Jul 13 2009 04:35:17",0.00
"Jul 13 2009 04:35:18",0.00
"Jul 13 2009 04:35:19",0.00
"Jul 13 2009 04:35:20",0.00
"Jul 13 2009 04:35:21",0.00
"Jul 13 2009 04:35:23",0.00
"Jul 13 2009 04:35:24",15.00
"Jul 13 2009 04:35:25",0.00
"Jul 13 2009 04:35:26",0.00
"Jul 13 2009 04:35:27",0.00
"Jul 13 2009 04:35:28",0.00
"Jul 13 2009 04:35:29",0.00
"Jul 13 2009 04:35:30",0.00
"Jul 13 2009 04:35:31",0.00
"Jul 13 2009 04:35:32",0.00
"Jul 13 2009 04:35:33",0.00
"Jul 13 2009 04:35:34",0.00
"Jul 13 2009 04:35:35",0.00
"Jul 13 2009 04:35:37",0.00
"Jul 13 2009 04:35:38",0.00
"Jul 13 2009 04:35:39",0.00
"Jul 13 2009 04:35:40",17.00
"Jul 13 2009 04:35:41",0.00
"Jul 13 2009 04:35:42",3.00
"Jul 13 2009 04:35:43",0.00
"Jul 13 2009 04:35:44",0.00
"Jul 13 2009 04:35:45",0.00
"Jul 13 2009 04:35:46",0.00
"Jul 13 2009 04:35:47",0.00
"Jul 13 2009 04:35:48",0.00
"Jul 13 2009 04:35:50",0.00
"Jul 13 2009 04:35:51",0.00
"Jul 13 2009 04:35:52",0.00
"Jul 13 2009 04:35:53",0.00
"Jul 13 2009 04:35:54",0.00
"Jul 13 2009 04:35:55",0.00
"Jul 13 2009 04:35:56",0.00
"Jul 13 2009 04:35:57",0.00
"Jul 13 2009 04:35:58",21.00
"Jul 13 2009 04:35:59",0.00
"Jul 13 2009 04:36:00",0.00
"Jul 13 2009 04:36:01",0.00
"Jul 13 2009 04:36:02",0.00
"Jul 13 2009 04:36:04",0.00
"Jul 13 2009 04:36:05",0.00
"Jul 13 2009 04:36:06",6.00
"Jul 13 2009 04:36:07",0.00
"Jul 13 2009 04:36:08",0.00
"Jul 13 2009 04:36:09",0.00
"Jul 13 2009 04:36:10",0.00
"Jul 13 2009 04:36:11",0.00
"Jul 13 2009 04:36:12",0.00
"Jul 13 2009 04:36:13",22.00
"Jul 13 2009 04:36:14",0.00
"Jul 13 2009 04:36:15",0.00
"Jul 13 2009 04:36:17",0.00
"Jul 13 2009 04:36:18",25.00
"Jul 13 2009 04:36:19",0.00
"Jul 13 2009 04:36:20",0.00
"Jul 13 2009 04:36:21",0.00
"Jul 13 2009 04:36:22",0.00
"Jul 13 2009 04:36:23",0.00
"Jul 13 2009 04:36:24",0.00
"Jul 13 2009 04:36:25",0.00
"Jul 13 2009 04:36:26",0.00
"Jul 13 2009 04:36:27",0.00
"Jul 13 2009 04:36:28",0.00
"Jul 13 2009 04:36:30",0.00
"Jul 13 2009 04:36:31",0.00
"Jul 13 2009 04:36:32",0.00
"Jul 13 2009 04:36:33",0.00
"Jul 13 2009 04:36:34",23.00
"Jul 13 2009 04:36:35",0.00
"Jul 13 2009 04:36:36",0.00
"Jul 13 2009 04:36:37",0.00
"Jul 13 2009 04:36:38",0.00
"Jul 13 2009 04:36:39",0.00
"Jul 13 2009 04:36:40",0.00
"Jul 13 2009 04:36:41",0.00
"Jul 13 2009 04:36:42",0.00
"Jul 13 2009 04:36:44",0.00
"Jul 13 2009 04:36:45",0.00
"Jul 13 2009 04:36:46",0.00
"Jul 13 2009 04:36:47",0.00
"Jul 13 2009 04:36:48",0.00
"Jul 13 2009 04:36:49",0.00
"Jul 13 2009 04:36:50",0.00
"Jul 13 2009 04:36:51",0.00
"Jul 13 2009 04:36:52",18.00
"Jul 13 2009 04:36:53",0.00
"Jul 13 2009 04:36:54",0.00
"Jul 13 2009 04:36:55",0.00
"Jul 13 2009 04:36:57",4.00
"Jul 13 2009 04:36:58",0.00
"Jul 13 2009 04:36:59",20.00
"Jul 13 2009 04:37:00",7.00
"Jul 13 2009 04:37:01",0.00
"Jul 13 2009 04:37:02",0.00
"Jul 13 2009 04:37:03",0.00
"Jul 13 2009 04:37:04",0.00
"Jul 13 2009 04:37:05",0.00
"Jul 13 2009 04:37:06",0.00
"Jul 13 2009 04:37:07",0.00
"Jul 13 2009 04:37:08",0.00
"Jul 13 2009 04:37:10",0.00
"Jul 13 2009 04:37:11",0.00
"Jul 13 2009 04:37:12",21.00
"Jul 13 2009 04:37:13",0.00
"Jul 13 2009 04:37:14",0.00
"Jul 13 2009 04:37:15",0.00
"Jul 13 2009 04:37:16",7.00
"Jul 13 2009 04:37:17",0.00
"Jul 13 2009 04:37:18",27.00
"Jul 13 2009 04:37:19",0.00
"Jul 13 2009 04:37:20",0.00
"Jul 13 2009 04:37:21",0.00
"Jul 13 2009 04:37:22",20.00
"Jul 13 2009 04:37:24",14.00
"Jul 13 2009 04:37:25",21.00
"Jul 13 2009 04:37:26",0.00
"Jul 13 2009 04:37:27",0.00
"Jul 13 2009 04:37:28",0.00
"Jul 13 2009 04:37:29",0.00
"Jul 13 2009 04:37:30",0.00
"Jul 13 2009 04:37:31",0.00
"Jul 13 2009 04:37:32",8.00
"Jul 13 2009 04:37:33",0.00
"Jul 13 2009 04:37:34",0.00
"Jul 13 2009 04:37:35",0.00
"Jul 13 2009 04:37:37",0.00
"Jul 13 2009 04:37:38",0.00
"Jul 13 2009 04:37:39",0.00
"Jul 13 2009 04:37:40",3.00
"Jul 13 2009 04:37:41",0.00
"Jul 13 2009 04:37:42",0.00
"Jul 13 2009 04:37:43",0.00
"Jul 13 2009 04:37:44",0.00
"Jul 13 2009 04:37:45",20.00
"Jul 13 2009 04:37:46",0.00
"Jul 13 2009 04:37:47",0.00
"Jul 13 2009 04:37:48",19.00
"Jul 13 2009 04:37:50",0.00
"Jul 13 2009 04:37:51",0.00
"Jul 13 2009 04:37:52",14.00
"Jul 13 2009 04:37:53",0.00
"Jul 13 2009 04:37:54",0.00
"Jul 13 2009 04:37:55",0.00
"Jul 13 2009 04:37:56",0.00
"Jul 13 2009 04:37:57",0.00
"Jul 13 2009 04:37:58",0.00
"Jul 13 2009 04:37:59",0.00
"Jul 13 2009 04:38:00",0.00
"Jul 13 2009 04:38:01",0.00
"Jul 13 2009 04:38:02",0.00
"Jul 13 2009 04:38:04",0.00
"Jul 13 2009 04:38:05",0.00
"Jul 13 2009 04:38:06",5.00
"Jul 13 2009 04:38:07",0.00
"Jul 13 2009 04:38:08",0.00
"Jul 13 2009 04:38:09",7.00
"Jul 13 2009 04:38:10",7.00
"Jul 13 2009 04:38:11",0.00
"Jul 13 2009 04:38:12",0.00
"Jul 13 2009 04:38:13",0.00
"Jul 13 2009 04:38:14",0.00
"Jul 13 2009 04:38:15",0.00
"Jul 13 2009 04:38:17",0.00
"Jul 13 2009 04:38:18",0.00
"Jul 13 2009 04:38:19",9.00
"Jul 13 2009 04:38:20",0.00
"Jul 13 2009 04:38:21",0.00
"Jul 13 2009 04:38:22",0.00
"Jul 13 2009 04:38:23",0.00
"Jul 13 2009 04:38:24",0.00
"Jul 13 2009 04:38:25",24.00
"Jul 13 2009 04:38:26",0.00
"Jul 13 2009 04:38:27",0.00
"Jul 13 2009 04:38:28",0.00
"Jul 13 2009 04:38:29",0.00
"Jul 13 2009 04:38:31",0.00
"Jul 13 2009 04:38:32",0.00
"Jul 13 2009 04:38:33",0.00
"Jul 13 2009 04:38:34",27.00
"Jul 13 2009 04:38:35",0.00
"Jul 13 2009 04:38:36",0.00
"Jul 13 2009 04:38:37",0.00
"Jul 13 2009 04:38:38",0.00
"Jul 13 2009 04:38:39",1.00
"Jul 13 2009 04:38:40",17.00
"Jul 13 2009 04:38:41",0.00
"Jul 13 2009 04:38:42",0.00
"Jul 13 2009 04:38:44",21.00
"Jul 13 2009 04:38:45",0.00
"Jul 13 2009 04:38:46",4.00
"Jul 13 2009 04:38:47",9.00
"Jul 13 2009 04:38:48",0.00
"Jul 13 2009 04:38:49",0.00
"Jul 13 2009 04:38:50",0.00
"Jul 13 2009 04:38:51",0.00
"Jul 13 2009 04:38:52",0.00
"Jul 13 2009 04:38:53",3.00
"Jul 13 2009 04:38:54",0.00
"Jul 13 2009 04:38:55",0.00
"Jul 13 2009 04:38:57",0.00
"Jul 13 2009 04:38:58",0.00
"Jul 13 2009 04:38:59",0.00
"Jul 13 2009 04:39:00",20.00
"Jul 13 2009 04:39:01",0.00
"Jul 13 2009 04:39:02",0.00
"Jul 13 2009 04:39:03",0.00
"Jul 13 2009 04:39:04",22.00
"Jul 13 2009 04:39:05",0.00
"Jul 13 2009 04:39:06",0.00
"Jul 13 2009 04:39:07",0.00
"Jul 13 2009 04:39:08",0.00
"Jul 13 2009 04:39:09",0.00
"Jul 13 2009 04:39:11",0.00
"Jul 13 2009 04:39:12",0.00
"Jul 13 2009 04:39:13",8.00
"Jul 13 2009 04:39:14",0.00
"Jul 13 2009 04:39:15",0.00
"Jul 13 2009 04:39:16",0.00
"Jul 13 2009 04:39:17",0.00
"Jul 13 2009 04:39:18",0.00
"Jul 13 2009 04:39:19",0.00
"Jul 13 2009 04:39:20",0.00
"Jul 13 2009 04:39:21",0.00
"Jul 13 2009 04:39:22",0.00
"Jul 13 2009 04:39:24",0.00
"Jul 13 2009 04:39:25",0.00
"Jul 13 2009 04:39:26",0.00
"Jul 13 2009 04:39:27",3.00
"Jul 13 2009 04:39:28",0.00
"Jul 13 2009 04:39:29",0.00
"Jul 13 2009 04:39:30",0.00
"Jul 13 2009 04:39:31",0.00
